pais,entidad,relacion,objeto
griega,kallikantzaros,se_utiliza_término_en_griego_para_describir,"seres folclóricos pequeños, feos y traviesos"
griega,kallikantzaros,son,criaturas malévolas del folclore del sudeste de europa y anatolia
griega,kallikantzaros,son_considerados,criaturas de la noche
griega,kallikantzaros,son_mayormente,seres masculinos con características sexuales prominentes
griega,kallikantzaros,viven,bajo tierra
griega,karaguiosis,aparece_en_escena_con,sus tres hijos cantando y bailando
griega,karaguiosis,es,jorobado griego con mano muy larga
griega,karaguiosis,es,personaje del folclore griego
griega,karaguiosis,es_protagonista_de,historias del teatro de sombras griego
griega,karaguiosis,está_emparentado_con,personaje turco karagöz
griega,karaguiosis,fue_helenizado_en,patrás a finales del siglo xix por dimitrios sardounis
griega,karaguiosis,llegó_a_grecia_continental_desde,asia menor durante período otomano
griega,karaguiosis,pertenece_a,mitologia griega
griega,karaguiosis,procede_su_nombre_de,turco karagöz que significa ojos negros
griega,karaguiosis,su_escenario_es,estructura vertical blanca llamada berdes
griega,karaguiosis,sus_marionetas_estaban_hechas_tradicionalmente_de,piel de camello
griega,karaguiosis,sus_marionetas_se_manipulan_por,palo adosado a parte trasera
griega,karaguiosis,tiene_mito_y_leyenda,barba yorgos
griega,karaguiosis,tiene_mito_y_leyenda,bidimensionales y dibujadas de perfil
griega,karaguiosis,tiene_mito_y_leyenda,hadjiavatis
griega,karaguiosis,tiene_mito_y_leyenda,heroicas y cómicas
griega,karaguiosis,tiene_mito_y_leyenda,stavrakas
griega,karaguiosis,usa_su_astucia_para,conseguir dinero y alimentar a su familia
griega,karaguiosis,vive_durante,imperio otomano
griega,karaguiosis,vive_en,pobre cabaña con su mujer aglaia y tres hijos
griega,kukeri,ahuyentan_a,espíritus malignos
griega,kukeri,aparece_como,kalogeros en tracia grecoparlante
griega,kukeri,aparece_en,película toni erdmann
griega,kukeri,aparece_en,serie animada the golden apple
griega,kukeri,aparece_en,video musical fish on de lindemann
griega,kukeri,brindan,"buena cosecha, salud y felicidad"
griega,kukeri,caminan_y_bailan,alrededor del año nuevo y antes de la cuaresma
griega,kukeri,deriva_de,latín cuculla
griega,kukeri,es_interpretado_por,hombre vestido con piel de oveja o cabra
griega,kukeri,inaugura,labores de los campos
griega,kukeri,incluyen,máscaras de madera decoradas de animales
griega,kukeri,lleva,máscara con cuernos y gran falo de madera
griega,kukeri,personifica,la fecundidad
griega,kukeri,pertenece_a,mitologia griega
griega,kukeri,portan,grandes campanas unidas a la correa
griega,kukeri,realizan,rituales tradicionales
griega,kukeri,se_encuentran_en,"los balcanes, grecia, rumania y el ponto"
griega,kukeri,se_relaciona_con,culto a dionisos
griega,kukeri,son,hombres búlgaros elaboradamente disfrazados
griega,kukeri,visitan,casas de los pueblos por la noche
griega,lirneso,era,pueblo o ciudad en dardania de anatolia
griega,lirneso,estaba_gobernada_durante_guerra_de_troya_por,rey llamado mines
griega,lirneso,estaba_habitada_por,cilicios
griega,lirneso,estaba_unida_con,vecina ciudad de tebas
griega,lirneso,fue_asaltada_por,aquiles
griega,lirneso,pertenece_a,mitologia griega
griega,lirneso,tras_muerte_del_rey_su_esposa_viuda_briseida_fue_tomada_por,aquiles como trofeo de guerra
griega,marna,aparece_en_monedas_de_época_de_adriano_como,hombre joven desnudo con parecido a apolo
griega,marna,era,divinidad masculina principal de antigua ciudad de gaza
griega,marna,era_considerado,dios de la lluvia y el grano o fertilidad
griega,marna,fue_identificado_en_gaza_con,zeus cretense y zeus aldemios
griega,marna,pertenece_a,mitologia griega
griega,marna,proviene_del_arameo_que_significa,señor o nuestro señor
griega,marna,se_invocaba_contra,hambre
griega,marna,su_culto_es,más antiguo conocido de gaza
griega,marna,su_templo_fue_quemado_y_demolido_en,año 402 por porfirio obispo de gaza
griega,marna,tenía_funciones_como,deidad oracular
griega,marna,tenía_templo_llamado,marneion que fue último gran centro de culto pagano superviviente
griega,megapentes,fue,rey de argos después de perseo
griega,megapentes,fue_hijo_de,preto
griega,megapentes,fue_padre_de,argeo
griega,megapentes,intercambió_su_reino_con,perseo su primo
griega,megapentes,pertenece_a,mitologia griega
griega,megapentes,recibió_trono_compartido_con,adivino melampo y hermano biante
griega,megapentes,reinaba_originalmente_sobre,tirinto
griega,megapentes,significa_en_griego,gran pena
griega,megapentes,tuvo_hija_llamada,ifianira que casó con melampo
griega,megapentes,tuvo_según_algunas_fuentes_hijo_llamado,anaxágoras
griega,mormo,era_acusada_de,morder a niños malos y volverlos cojos
griega,mormo,era_originalmente_según_relato,mujer de corinto que se comía a sus hijos
griega,mormo,era_temida_por,bebés y niños según poetisa erina
griega,mormo,era_utilizada_en_historias_por_nodrizas_para,evitar que niños se porten mal
griega,mormo,es,demonio femenino similar al coco
griega,mormo,es_designada_también_como,"acó, gelo, careo o mormó"
griega,mormo,es_sinónimo_según_suda_de,"coco, hombre del saco o pesadillas"
griega,mormo,estaba_presente_en_folclore_popular_hasta,época bizantina
griega,mormo,está_relacionada_con,mormólice la loba-mormo
griega,mormo,mormólice_es_descrita_como,nodriza del río aqueronte
griega,mormo,pertenece_a,mitologia griega
nordica,aegishjalmur,aparece_en,sagas nórdicas
nordica,aegishjalmur,era_usado_como,signo protector pintado en la frente
nordica,aegishjalmur,era_usado_por,vikingos
nordica,aegishjalmur,es,símbolo mágico de protección
nordica,aegishjalmur,es_símbolo_oficial_de,escudo de armas del condado islandés de strandasýsla
nordica,aegishjalmur,forma_moderna,tatuaje
nordica,aegishjalmur,origen,islandés
nordica,aegishjalmur,otorgaba_capacidad_de,atemorizar a enemigos
nordica,aegishjalmur,otorgaba_capacidad_de,hacer invencible al portador
nordica,aegishjalmur,reaparece_en,neopaganismo ásatrú
nordica,aegishjalmur,se_dibujaba,entre los ojos
nordica,aegishjalmur,significa,yelmo de ægir
nordica,aegishjalmur,también_conocido_como,hechizo del temor
nordica,aegishjalmur,también_conocido_como,hechizo del terror
nordica,angantyr,enemigo,hjalmar
nordica,angantyr,era,berserker
nordica,angantyr,hermano,hjörvard
nordica,angantyr,hermanos,once berserkers
nordica,angantyr,hija,hervör
nordica,angantyr,muerte,manos de hjalmar
nordica,angantyr,muerte_en,samsø
nordica,angantyr,padre,arngrim
nordica,angantyr,posee,espada tyrfing
nordica,arngrim,clan,dagling
nordica,arngrim,era,berserker
nordica,arngrim,esposa,eyfura
nordica,arngrim,hijo,angantyr
nordica,arngrim,hijo,hervard
nordica,arngrim,hijo,hjörvard
nordica,arngrim,hijo,hrani
nordica,arngrim,hijos,doce berserkers
nordica,arngrim,mató_a,svafrlami
nordica,arngrim,padre_de,dos hadding
nordica,arngrim,posee,espada tyrfing
nordica,arngrim,residía_en,bolmsö
nordica,asgard,conecta_con,midgard
nordica,asgard,conectado_con,bifrost
nordica,asgard,constructor_muralla,hrimthurs
nordica,asgard,contiene,valhalla
nordica,asgard,esposa_de_gobernante,frigg
nordica,asgard,gobernado_por,odín
nordica,asgard,muralla,incompleta
nordica,asgard,parte_de,yggdrasil
nordica,asgard,significa,recinto de los æsir
nordica,aslaug,era,skjaldmö
nordica,aslaug,esposo,ragnar lodbrok
nordica,aslaug,hijo,hvitsärk
nordica,aslaug,hijo,ivar
nordica,aslaug,hijo,sigurd
nordica,aslaug,hijo,ubbe
nordica,aslaug,madre,brynhildr
nordica,aslaug,padre,sigurd
nordica,aslaug,padre_adoptivo,heimer
nordica,aslaug,también_llamada,kraka
nordica,aslaug,también_llamada,randalin
nordica,brünnhilde,es,hermana mayor de las valquirias
nordica,dios solar,culto_pudo_ser_origen_de,henoteísmo
nordica,dios solar,culto_pudo_ser_origen_de,monoteísmo
nordica,dios solar,fue_venerado_en,muchas civilizaciones a lo largo de la historia
nordica,dios solar,puede_representar,rayos solares
nordica,dios solar,representa,sol o aspectos de él
nordica,dios solar,venerado_en_civilización,china
nordica,dios solar,venerado_en_civilización,egipcia
nordica,dios solar,venerado_en_civilización,griega
nordica,dios solar,venerado_en_civilización,incaica
nordica,dios solar,venerado_en_civilización,japonesa
nordica,dios solar,venerado_en_civilización,mesopotámica
nordica,dios solar,venerado_en_civilización,mexica
nordica,dios solar,venerado_en_religión,hinduista
nordica,diosa,a_diferencia_de,deidades masculinas (dioses)
nordica,diosa,aparecen_en_mitos_con_atributos,"guerra, caza, dominación"
nordica,diosa,capacidad_generativa,relacionada con mitos creacionales
nordica,diosa,concepto_de,diosa madre
nordica,diosa,concepto_de,madre tierra
nordica,diosa,en_mitología_nórdica,nornas
nordica,diosa,es,deidad o divinidad femenina
nordica,diosa,es,trío de diosas o semidiosas si dice triple diosas
nordica,diosa,evidencia,venus del paleolítico superior (desde 40.000 años)
nordica,diosa,frecuentemente_parte_de,largo panteón
nordica,diosa,muchas_religiones_antiguas,adoraron a diosas
nordica,diosa,popularizada_por,robert graves
nordica,diosa,principio_femenino_asociado_con,nacimiento
nordica,diosa,representa,principio de la muerte
nordica,diosa,también_diosas_de,conocimiento
nordica,diosa,también_diosas_de,guerra
nordica,diosa,también_diosas_de,mar
nordica,diosa,también_diosas_de,sabiduría
nordica,diosa,trío,"virgen, madre y vieja bruja"
nordica,diosa,área_de_acción_asociada_a,fertilidad
nordica,diosa,área_de_acción_asociada_a,maternidad
nordica,diosa madre,concepto_trasciende,mitología
nordica,diosa madre,día_internacional,22 de abril
nordica,diosa madre,en_algunas_culturas,diosa de la fertilidad
nordica,diosa madre,en_algunas_culturas,madre tierra
nordica,diosa madre,en_culturas_egeo,fue venerada como cibeles
nordica,diosa madre,en_culturas_egeo,fue venerada como gea
nordica,diosa madre,en_culturas_egeo,fue venerada como rea
nordica,diosa madre,en_mitología_germana,conocida como nerthus
nordica,diosa madre,en_mitología_nórdica,posiblemente persistió en culto a freyja
nordica,diosa madre,en_mitología_nórdica,probablemente fue adorada en edad del bronce
nordica,diosa madre,es,deidad femenina
nordica,diosa madre,es,generosa personificación de la tierra
nordica,diosa madre,es,generosa personificación de la vida
nordica,diosa madre,naciones_unidas_reconoce,madre tierra
nordica,diosa madre,representa,energía femenina procreadora
nordica,diosa madre,representa,fertilidad
nordica,draugr,aptrgangr_significa,el que camina de nuevo
nordica,draugr,cognado_en_inglés_antiguo,"dréag (aparición, fantasma)"
nordica,draugr,en_noruego_sueco_danés,draugen
nordica,draugr,es,criatura no muerta
nordica,draugr,guardaban,tesoros de las tumbas
nordica,draugr,llevan_consigo,hedor de putrefacción
nordica,draugr,matan,aplastando con su cuerpo
nordica,draugr,matan,bebiendo sangre
nordica,draugr,matan,devorando carne
nordica,draugr,matan,tragando entero
nordica,draugr,matan,volviendo locas a sus presas
nordica,draugr,palabra_gaélica_relacionada,"dréag o driug (portento, meteoro)"
nordica,draugr,peso,extremadamente pesado
nordica,draugr,plural_en_nórdico_antiguo,draugar
nordica,draugr,poseen,fuerza sobrehumana
nordica,draugr,pueden,crecer de tamaño a voluntad
nordica,draugr,pueden,inducir demencia
nordica,draugr,pueden,levantarse de la tumba como humo
nordica,draugr,pueden,matar ganado y animales
nordica,draugr,pueden,moverse a través de roca sólida
nordica,draugr,se_pensaba_que_vivían_en,tumbas de guerreros vikingos
nordica,draugr,significado_original,fantasma
nordica,draugr,también_conocido_como,aptrgangr
nordica,draugr,usaban,cuerpos de los difuntos
nordica,edda prosaica,autor,snorri sturluson
nordica,edda prosaica,escrita,hacia 1220
nordica,edda prosaica,propósito,manual de poética
nordica,edda prosaica,secciones,gylfaginning
nordica,edda prosaica,secciones,háttatal
nordica,edda prosaica,secciones,skáldskaparmál
nordica,edda prosaica,también_llamada,edda de snorri
nordica,edda prosaica,también_llamada,edda menor
nordica,einherjer,ayudan_a,odín
nordica,einherjer,llevados_por,valquirias
nordica,einherjer,luchan_en,ragnarök
nordica,einherjer,murieron_en,batalla
nordica,einherjer,pelean_contra,gigantes
nordica,einherjer,pelean_contra,hijos de loki
nordica,einherjer,residen_en,valhalla
nordica,einherjer,significado,ejército de un solo hombre
nordica,einherjer,son,espíritus de guerreros
nordica,el ocaso de los dioses,anillo_causa,destrucción del walhalla
nordica,el ocaso de los dioses,anillo_causa,muerte de sigfrido
nordica,el ocaso de los dioses,anillo_hecho_con,oro robado al rin por alberich
nordica,el ocaso de los dioses,argumento_incluye,inmolación de brunilda
nordica,el ocaso de los dioses,argumento_incluye,muerte de sigfrido
nordica,el ocaso de los dioses,argumento_incluye,traición de sigfrido
nordica,el ocaso de los dioses,aunque_cuarta_ópera,fue primera en orden de concepción
nordica,el ocaso de los dioses,en,ragnarök en mitología nórdica se refiere a guerra profetizada de los dioses
nordica,el ocaso de los dioses,en,ragnarök trae consigo fin del mundo
nordica,el ocaso de los dioses,en,ragnarökr significa ocaso de los dioses
nordica,el ocaso de los dioses,es,ópera épica
nordica,el ocaso de los dioses,es_cuarta_y_última_de,el anillo del nibelungo
nordica,el ocaso de los dioses,escena_final,revisada varias veces entre 1856 y 1872
nordica,el ocaso de los dioses,estrenada,17 de agosto de 1876
nordica,el ocaso de los dioses,estreno_en_españa,"16 de noviembre de 1901 (gran teatro del liceo, barcelona)"
nordica,el ocaso de los dioses,final,anillo devuelto a doncellas del rin
nordica,el ocaso de los dioses,final,destrucción del valhalla por fuego
nordica,el ocaso de los dioses,lugar_de_estreno,primer festival de bayreuth
nordica,el ocaso de los dioses,música_y_libreto_de,richard wagner
nordica,el ocaso de los dioses,narra,historia del anillo maldito
nordica,el ocaso de los dioses,personajes_principales,"sigfrido, brunilda, gunther, hagen, gutrune"
nordica,el ocaso de los dioses,tema_musical_famoso,inmolación de brunilda
nordica,el ocaso de los dioses,tema_musical_famoso,marcha fúnebre de sigfrido
nordica,el ocaso de los dioses,tiene_mito_y_leyenda,tres actos y un prólogo
nordica,el ocaso de los dioses,título_es_traducción_de,ragnarökr (nórdico antiguo)
nordica,el ocaso de los dioses,título_original_en_alemán,götterdämmerung
nordica,el ocaso de los dioses,wagner_trabajó,de delante hacia atrás
nordica,elfo,asociados_con,fertilidad y culto a los ancestros
nordica,elfo,característica,gran belleza
nordica,elfo,cruce_con_humanos,es posible en antigua creencia nórdica
nordica,elfo,elfos_de_la_luz,ljósálfar
nordica,elfo,en_inglés_antiguo,ælf
nordica,elfo,en_islandés,"álfar, álfafólk y huldufólk"
nordica,elfo,en_nórdico_antiguo,"álfr (singular), álfar (plural)"
nordica,elfo,etimología_relacionada_con,raíz proto-indoeuropea *albh- (blanco)
